,,,,,,,,,
ID,First Name,Savings Acc,Chequing Acc,SEX,AGE,,,,
27673,Aron,40289,107461,F,23,,,,
27674,Art,5732,87102,F,24,,,,
27675,Artie,84766,105340,M,24,,,,
27676,Ashley,77041,4124,M,22,,,,
27677,Barry,22680,15319,M,36,,,,
27678,Bartholomew,51454,23079,F,24,,,,
27679,Barton,114681,56578,M,23,,,,
27680,Bernie,20817,51641,F,24,,,,
27681,Bertha,102803,103430,F,23,,,,
27682,Bertie,45848,83880,F,23,,,,
27683,Bessie,130628,9567,F,24,,,,
27684,Burley,63549,66822,M,22,,,,
27685,Carrie,126215,144954,F,24,,,,
27686,Cary,82135,102642,F,24,,,,
27687,Cato,133958,72022,F,24,,,,
27688,Commodore,3335,89078,F,24,,,,
27689,Dexter,92027,115318,F,25,,,,
27690,Doctor,89746,55005,F,25,,,,
27691,Dolphus,5984,112677,M,25,,,,
27692,Edna,12771,111378,F,25,,,,
27693,Eliga,36334,51929,F,26,,,,
27694,Elliot,92118,22618,M,25,,,,
27695,Elsie,114390,57898,M,25,,,,
27696,Gabe,79183,121711,F,25,,,,
27697,Garnett,82030,135899,M,26,,,,
27698,Gerard,101210,140279,F,24,,,,
27699,Gerhard,25487,62432,F,25,,,,
27700,Gustaf,9236,111527,F,25,,,,
27701,Harlan,58882,47767,F,25,,,,
27702,Haskell,101226,111828,F,25,,,,
27703,Hattie,84433,115182,M,25,,,,
27704,Hilary,124059,23500,M,25,,,,
27705,Issac,59771,98630,F,24,,,,
27706,Jonah,75833,12924,F,24,,,,
27707,Justin,2933,126955,M,25,,,,
27708,Lafayette,105972,34955,M,25,,,,
27709,Lillie,107677,99061,M,25,,,,
27710,Linwood,4024,88484,F,23,,,,
27711,Lorin,33945,116599,M,23,,,,
27712,Lou,41576,30308,F,24,,,,
27713,Lucas,40124,27795,M,25,,,,
27714,Lucian,39915,132714,F,24,,,,
27715,Mabel,51144,30291,M,23,,,,
27716,Maggie,1426,78707,M,25,,,,
27717,Manley,82321,56368,M,26,,,,
27718,Melville,35608,40245,F,24,,,,
27719,Mervin,31793,36963,M,24,,,,
27720,Minor,38156,59980,M,24,,,,
27721,Mont,29398,12712,F,24,,,,
27722,Newman,152,26742,F,24,,,,
27723,Obie,144577,70677,F,24,,,,
27724,Oral,85334,85368,M,24,,,,
27725,Price,115261,94457,M,24,,,,
27726,Ronald,96810,135571,M,22,,,,
27727,Seymour,91973,93016,F,23,,,,
27728,Sigurd,71850,51686,F,23,,,,
27729,Stanton,43498,36414,M,23,,,,
27730,Sullivan,87145,26316,F,25,,,,
27731,Sydney,83470,16223,M,25,,,,
27732,Thompson,105843,62994,F,24,,,,
27733,Tommy,75001,95325,F,24,,,,
27734,Wendell,75820,52581,F,24,,,,
27735,Whit,64881,144795,F,23,,,,
27736,Zeb,30808,94802,F,25,,,,
27737,Ace,7307,23665,F,22,,,,
27738,Ada,87011,79704,F,22,,,,
27739,Almon,94525,115035,M,23,,,,
27740,Alpha,77318,130281,M,25,,,,
27741,Alphonso,55918,116425,F,25,,,,
27742,Armand,116032,124776,F,22,,,,
27743,Augustine,14291,37244,F,23,,,,
27744,Blanche,80423,66911,F,24,,,,
27745,Boston,44208,116815,M,26,,,,
27746,Brady,79076,37524,F,24,,,,
27747,Brice,135830,145617,F,24,,,,
27748,Byrd,32718,7488,F,26,,,,
27749,Caleb,96882,76789,M,26,,,,
27750,Carmine,14957,134072,F,26,,,,
27751,Carson,10670,24914,M,27,,,,
27752,Cash,11852,73111,F,23,,,,
27753,Chalmer,34090,126387,M,23,,,,
27754,Claus,133334,72148,M,23,,,,
27755,Curt,77499,30409,M,23,,,,
27756,Dawson,23090,125348,M,22,,,,
27757,Dayton,113659,111189,F,22,,,,
27758,Dell,26854,16500,F,23,,,,
27759,Dennie,42027,85692,F,23,,,,
27760,Doc,22599,138986,M,25,,,,
27761,Doyle,7459,77890,F,25,,,,
27762,Eligah,117378,140933,F,24,,,,
27763,Ella,78200,56205,M,22,,,,
27764,Enos,42082,47421,M,24,,,,
27765,Erastus,139215,16288,F,24,,,,
27766,Erle,66788,81649,F,25,,,,
27767,Ernst,126070,41687,M,25,,,,
27768,Eva,14162,39857,M,25,,,,
27769,Evans,14004,130056,F,22,,,,
27770,Everette,61328,96326,M,23,,,,
27771,Gail,116679,14607,F,24,,,,
27772,Gardner,57519,81213,F,26,,,,
27773,Graham,139912,6302,M,24,,,,
27774,Hayes,94819,132506,F,24,,,,
27775,Henery,100632,141342,F,24,,,,
27776,Hollie,34905,98226,F,24,,,,
27777,Jonnie,70684,88907,F,25,,,,
27778,Kent,70000,32936,F,25,,,,
27779,Kirby,22993,22534,M,24,,,,
27780,Kirk,135264,52178,M,24,,,,
27781,Kyle,71768,126638,F,24,,,,
27782,Lawyer,6619,104502,M,25,,,,
27783,Levy,34095,114773,M,25,,,,
27784,Ludwig,133643,17775,M,25,,,,
27785,Lum,68459,10646,M,25,,,,
27786,Marcellus,76273,128669,M,25,,,,
27787,Maxwell,60617,131054,M,25,,,,
27788,Miguel,123220,87616,M,24,,,,
27789,Miller,19110,137818,F,25,,,,
27790,Miner,9728,75546,M,25,,,,
27791,Murl,127318,99806,F,24,,,,
27792,Newell,49155,28024,M,25,,,,
27793,Olen,95847,29100,M,25,,,,
27794,Olof,14729,144758,F,25,,,,
27795,Presley,143740,106921,M,25,,,,
27796,Randall,107644,60497,M,26,,,,
27797,Randle,5864,109311,F,26,,,,
27798,Ras,79818,10801,M,26,,,,
27799,Reinhold,24885,12630,F,24,,,,
27800,Ricardo,114437,31129,M,26,,,,
27801,Rollo,43433,41590,F,26,,,,
27802,Rube,72930,22200,F,28,,,,
27803,Santiago,77636,95334,F,26,,,,
27804,Spurgeon,38093,84635,M,26,,,,
27805,Stacy,145001,132300,M,25,,,,
27806,Tomie,101501,132904,M,25,,,,
27807,Vicente,135516,34801,F,25,,,,
27808,Wilfrid,83573,51088,F,29,,,,
27809,Williams,99833,75988,M,25,,,,
27810,Winfred,139156,98114,M,26,,,,
27811,Wm,52303,117390,F,25,,,,
27812,Wong,81527,46618,F,23,,,,
27813,Adlai,105561,52173,F,28,,,,
27814,Alec,65128,80435,M,28,,,,
27815,Alger,118054,109412,M,26,,,,
27816,Algie,128166,143272,F,26,,,,
27817,Alonza,63037,121427,F,25,,,,
27818,Alvie,72442,99890,M,26,,,,
27819,Alvis,27015,48233,M,26,,,,
27820,Antoine,13760,81934,F,27,,,,
27821,Authur,105293,130990,M,26,,,,
27822,Benedict,37792,49722,F,26,,,,
27823,Benito,113153,15296,F,27,,,,
27824,Benny,56140,241,F,27,,,,
27825,Bertrand,101306,136888,F,27,,,,
27826,Billy,124309,63025,F,27,,,,
27827,Brooks,127400,144187,M,26,,,,
27828,Buddie,33454,18295,M,26,,,,
27829,Burk,73334,16154,M,25,,,,
27830,Burns,41736,127875,F,26,,,,
27831,Caesar,30529,136355,M,26,,,,
27832,Campbell,31703,63276,M,26,,,,
27833,Carol,25037,41406,M,26,,,,
27834,Cassius,135921,101197,M,26,,,,
27835,Catherine,56315,43252,F,26,,,,
27836,Chalmers,84212,137496,M,27,,,,
27837,Chesley,113284,99794,F,26,,,,
27838,Cora,125533,68308,F,26,,,,
27839,Cornelious,124441,116060,M,26,,,,
27840,Creed,75652,65993,M,25,,,,
27841,Darrell,37801,20719,M,24,,,,
27842,Deforest,9975,120866,F,27,,,,
27843,Dessie,44457,104271,F,26,,,,
27844,Dominic,27497,103726,F,26,,,,
27845,Edison,92555,47347,M,26,,,,
27846,Edson,142590,119250,M,27,,,,
27847,Effie,144241,93897,M,27,,,,
27848,Elam,124636,57394,M,27,,,,
27849,Elbridge,27889,68830,M,26,,,,
27850,Eldridge,119267,89883,M,23,,,,
27851,Elige,5240,98052,M,27,,,,
27852,Elizabeth,140447,18525,M,26,,,,
27853,Emmit,37478,118168,F,27,,,,
27854,Ephraim,46522,70436,F,28,,,,
27855,Ernie,25145,95868,M,27,,,,
27856,Ester,90006,12397,F,27,,,,
27857,Ethan,104496,84745,M,22,,,,
27858,Gary,116813,29251,F,23,,,,
27859,Gaston,124765,128889,M,25,,,,
27860,Gay,54544,115080,M,25,,,,
27861,Gaylord,96685,76132,F,25,,,,
27862,Geo,69717,128379,M,25,,,,
27863,Gifford,51252,101304,F,27,,,,
27864,Giles,106222,32688,F,27,,,,
27865,Golden,86642,95915,F,24,,,,
27866,Goldie,124903,110399,M,25,,,,
27867,Griffin,23892,118480,M,25,,,,
27868,Hardin,131078,133645,F,26,,,,
27869,Harlow,124621,37950,F,26,,,,
27870,Harper,91404,137947,M,26,,,,
27871,Hayward,130751,54606,F,27,,,,
27872,Hurbert,135143,34941,M,30,,,,
27873,Hyman,115266,441,M,26,,,,
27874,Isham,90287,143248,M,27,,,,
27875,Iver,86966,72735,M,27,,,,
27876,Iverson,22029,122016,M,27,,,,
27877,Jennie,127449,65851,F,27,,,,
27878,Jewel,116836,22202,F,29,,,,
27879,Jewell,60806,131407,F,29,,,,
27880,Job,83082,110632,F,29,,,,
27881,Julia,83956,108929,M,26,,,,
27882,Laura,981,101249,M,27,,,,
27883,Leamon,131152,121585,F,28,,,,
27884,Lena,618,4602,F,28,,,,
27885,Lindsay,136250,111957,F,27,,,,
27886,Linn,61518,103628,F,27,,,,
27887,Linton,69272,33270,M,27,,,,
27888,Lue,10323,24699,M,27,,,,
27889,Mannie,110059,70464,M,26,,,,
27890,Marlin,99931,57939,M,26,,,,
27891,Marshal,71369,52172,M,26,,,,
27892,Merlin,1000,25861,M,26,,,,
27893,Micheal,141030,74013,M,27,,,,
27894,Mitchel,67517,102841,F,29,,,,
27895,Murphy,86887,41955,M,29,,,,
27896,Myrtle,38794,72125,F,29,,,,
27897,Newt,41910,34031,F,29,,,,
27898,Okey,124523,91473,M,27,,,,
27899,Olive,68263,112955,M,28,,,,
27900,Oran,92808,118615,M,28,,,,
27901,Orie,103540,108107,M,28,,,,
27902,Ott,131187,7143,M,28,,,,
27903,Ottie,126655,24325,F,25,,,,
27904,Percival,145490,143816,M,23,,,,
27905,Peyton,109720,53346,F,29,,,,
27906,Pleas,75713,118953,M,29,,,,
27907,Powell,130436,76365,F,28,,,,
27908,Rafael,141103,100568,M,29,,,,
27909,Rene,75015,107955,F,29,,,,
27910,Rexford,17876,23984,F,29,,,,
27911,Roe,74347,52431,M,27,,,,
27912,Roma,37455,81472,F,26,,,,
27913,Romie,111427,132969,F,26,,,,
27914,Rupert,21507,50303,M,26,,,,
27915,Sanders,25028,122692,F,27,,,,
27916,Selmer,108237,91823,F,27,,,,
27917,Shade,135259,23805,M,28,,,,
27918,Shelby,45567,40398,F,29,,,,
27919,Shelly,101014,115873,F,27,,,,
27920,Simmie,108155,123005,M,27,,,,
27921,Sumner,129273,59651,F,27,,,,
27922,Theron,101627,86876,F,28,,,,
27923,Tomas,122904,8258,M,28,,,,
27924,Vaughn,26813,96564,M,26,,,,
27925,Vester,118890,104891,M,26,,,,
27926,Vick,25487,117945,M,26,,,,
27927,Virgle,99413,71807,F,27,,,,
27928,Waldemar,80720,3232,F,27,,,,
27929,Waymon,66223,49002,M,28,,,,
27930,Worth,98552,121791,F,28,,,,
27931,Young,39100,15600,F,28,,,,
27932,Zebulon,69742,33322,M,29,,,,
27933,Zollie,85750,83274,F,25,,,,
27934,Abb,10320,2247,M,25,,,,
27935,Abbie,39637,64724,M,28,,,,
27936,Add,129656,114267,F,28,,,,
27937,Adelard,42108,90571,F,27,,,,
27938,Aden,78187,145771,M,27,,,,
27939,Aleck,2842,59394,M,28,,,,
27940,Alferd,80068,142898,F,27,,,,
27941,Alfredo,54798,138833,F,27,,,,
27942,Algot,87104,47809,M,27,,,,
27943,Alphons,8272,96304,M,28,,,,
27944,Alta,75721,71414,F,28,,,,
27945,Amon,9545,40161,M,28,,,,
27946,Anastacio,39446,113454,F,27,,,,
27947,Angel,81432,19189,M,29,,,,
27948,Annie,97639,141269,M,28,,,,
27949,Audley,34225,6930,F,28,,,,
27950,Aurthur,108144,106421,F,29,,,,
27951,Banks,143503,1898,F,27,,,,
27952,Barnard,45073,43544,F,28,,,,
27953,Bart,7708,52559,M,29,,,,
27954,Baxter,102110,23126,F,25,,,,
27955,Beecher,60308,129795,M,26,,,,
27956,Belton,57354,128752,F,27,,,,
27957,Benjaman,89281,49703,F,29,,,,
27958,Benton,73287,47914,M,26,,,,
27959,Berkley,22870,58118,M,28,,,,
27960,Bernhard,61301,96058,F,29,,,,
27961,Bethel,66727,52663,F,27,,,,
27962,Bradley,105254,17963,M,29,,,,
27963,Butler,25345,84757,M,25,,,,
27964,Cap,54161,139228,M,28,,,,
27965,Carlie,61386,26793,F,28,,,,
27966,Caroline,46610,69040,M,29,,,,
27967,Clare,103007,134898,M,27,,,,
27968,Claudie,142322,68278,F,27,,,,
27969,Cleave,7479,71449,F,28,,,,
27970,Cletus,92660,127607,M,28,,,,
27971,Coley,31336,80756,F,28,,,,
27972,Corbin,65376,144383,M,29,,,,
27973,Cullen,92318,35769,M,28,,,,
27974,Danial,7846,19479,M,28,,,,
27975,Delmer,130788,11376,F,28,,,,
27976,Delos,131488,133945,F,27,,,,
27977,Dempsey,107804,36799,M,27,,,,
27978,Denis,98047,5543,F,30,,,,
27979,Dora,23835,88455,F,29,,,,
27980,Dossie,72348,88962,M,28,,,,
27981,Duane,80675,5110,F,28,,,,
27982,Duke,78139,11125,F,28,,,,
27983,Durward,29920,138350,M,28,,,,
27984,Elie,116111,80519,M,28,,,,
27985,Elva,22468,137346,F,31,,,,
27986,Ephriam,139864,109602,M,29,,,,
27987,Erick,122631,19859,M,30,,,,
27988,Essex,16961,11336,M,30,,,,
27989,Esteban,96604,67677,M,30,,,,
27990,Eston,31253,140650,M,30,,,,
27991,Ferman,39071,55893,F,26,,,,
27992,Gideon,29547,17124,M,29,,,,
27993,Gilford,135880,79062,M,29,,,,
27994,Glover,45138,67957,M,29,,,,
27995,Handy,61754,55077,F,29,,,,
27996,Hardie,115247,134330,M,30,,,,
27997,Harland,131107,117132,M,31,,,,
27998,Hartwell,57190,120504,M,31,,,,
27999,Harvy,128625,118871,M,30,,,,
28000,Helmer,16407,69099,M,31,,,,
28001,Hilton,116558,113047,M,29,,,,
28002,Horton,114240,62423,M,29,,,,
28003,Hoy,72700,122976,M,29,,,,
28004,Hudson,54165,70743,F,30,,,,
28005,Humphrey,40398,6126,M,30,,,,
28006,Hurley,82075,111676,M,27,,,,
28007,Ignacio,77497,109106,F,24,,,,
28008,Ignatius,4995,60579,M,25,,,,
28009,Isidor,109645,111333,M,29,,,,
28010,Ivory,47408,107226,M,28,,,,
28011,Jared,124170,106262,F,29,,,,
28012,Jesus,112565,3924,F,30,,,,
28013,Joeseph,63925,96392,F,28,,,,
28014,Joesph,9090,128780,F,28,,,,
28015,Jolly,73358,31521,M,28,,,,
28016,Josephine,2216,16282,F,29,,,,
28017,Junious,36823,145740,F,27,,,,
28018,Katherine,5308,15720,M,27,,,,
28019,Kelsey,24750,67448,F,28,,,,
28020,Knute,59867,6207,F,29,,,,
28021,Lake,112879,43012,F,29,,,,
28022,Lamar,115841,106492,M,29,,,,
28023,Lawton,104227,4086,F,27,,,,
28024,Leigh,106737,139029,F,32,,,,
28025,Lemmie,77712,40085,F,32,,,,
28026,Lemon,46407,47036,F,30,,,,
28027,Llewellyn,96093,116668,M,30,,,,
28028,Loran,12851,128778,F,32,,,,
28029,Lorenz,45226,124419,M,33,,,,
28030,Love,62471,55043,M,34,,,,
28031,Lovell,133792,37609,M,29,,,,
28032,Loy,69459,67882,M,30,,,,
28033,Lucy,344,65464,F,29,,,,
28034,Mac,6064,99916,F,30,,,,
28035,Magnus,5895,217,M,29,,,,
28036,Malachi,127423,117034,M,30,,,,
28037,May,21375,6074,F,30,,,,
28038,Mckinley,70594,118616,F,29,,,,
28039,Mell,117745,114647,M,29,,,,
28040,Meyer,61581,41924,M,29,,,,
28041,Milford,92392,75425,F,30,,,,
28042,Monte,85146,74052,F,28,,,,
28043,Montgomery,67435,78368,M,28,,,,
28044,Montie,55424,129432,M,28,,,,
28045,Moody,126204,82515,M,28,,,,
28046,Moss,142271,72552,F,28,,,,
28047,Murry,30579,46892,F,31,,,,
28048,Navajo,89597,111467,M,30,,,,
28049,Norton,125637,95381,F,29,,,,
28050,Odie,138614,83031,F,29,,,,
28051,Oley,88509,25312,F,29,,,,
28052,Olie,72631,59074,M,31,,,,
28053,Ollis,316,73262,F,32,,,,
28054,Omar,32411,98857,M,32,,,,
28055,Orel,73016,115765,F,32,,,,
28056,Oris,26372,132086,M,34,,,,
28057,Orla,29276,97885,F,33,,,,
28058,Orson,76890,10080,F,34,,,,
28059,Ossie,102575,34701,M,40,,,,
28060,Oswald,29863,125343,M,35,,,,
28061,Page,80472,23567,F,47,,,,
28062,Payton,103404,63889,M,40,,,,
28063,Phineas,81664,105546,F,36,,,,
28064,Pierce,124068,118936,M,44,,,,
28065,Pleasant,32112,81749,F,36,,,,
28066,Raoul,30843,86020,F,30,,,,
28067,Reece,6100,71742,F,33,,,,
28068,Rocco,87890,95029,F,31,,,,
28069,Rodger,18966,47996,M,40,,,,
28070,Rose,57108,122249,F,44,,,,
28071,Rossie,85621,92465,M,35,,,,
28072,Ruel,133887,120593,F,47,,,,
28073,Sampson,12572,117213,F,48,,,,
28074,Seward,4241,127197,F,26,,,,
28075,Sherwood,142720,39607,M,26,,,,
28076,Sigmund,20078,95052,F,26,,,,
28077,Singleton,106255,91729,F,42,,,,
28078,Squire,8325,62385,F,46,,,,
28079,Stella,69102,3244,M,38,,,,
28080,Sylvan,73764,130093,F,48,,,,
28081,Terry,113567,27523,M,35,,,,
28082,Thad,30376,17444,F,44,,,,
28083,Theophile,23037,39261,F,41,,,,
28084,Thos,116756,9964,M,41,,,,
28085,Tobe,101786,47302,M,36,,,,
28086,Tolbert,67542,86474,M,36,,,,
28087,Viola,93306,98140,F,39,,,,
28088,Wallie,101344,73276,M,33,,,,
28089,Wayland,92647,107404,M,40,,,,
28090,Wayman,7400,136296,M,45,,,,
28091,Weldon,95808,73284,F,48,,,,
28092,Wess,53306,99360,F,41,,,,
28093,Wheeler,14450,55901,M,46,,,,
28094,Willian,8500,60036,F,41,,,,
28095,Winford,99972,6517,F,46,,,,
28096,Winston,104916,42335,M,41,,,,
28097,Wyatt,137785,17081,M,39,,,,
28098,Wylie,114605,112954,F,37,,,,
28099,Mary,20378,43496,M,45,,,,
28100,Anna,70882,57330,M,31,,,,
28101,Elizabeth,65676,98246,F,29,,,,
28102,Margaret,111053,30523,F,30,,,,
28103,Ruth,7575,76292,M,30,,,,
28104,Florence,65527,36390,F,31,,,,
28105,Emma,88500,57363,F,35,,,,
28106,Ethel,55141,117692,F,39,,,,
28107,Helen,83093,140845,F,44,,,,
28108,Clara,141781,23222,M,45,,,,
28109,Bertha,53728,122259,M,37,,,,
28110,Minnie,103117,1498,M,39,,,,
28111,Bessie,113194,131019,M,35,,,,
28112,Alice,127144,75103,M,36,,,,
28113,Annie,129512,73228,F,38,,,,
28114,Grace,30981,105025,F,43,,,,
28115,Ida,111164,29848,M,38,,,,
28116,Edna,130369,63825,F,43,,,,
28117,Mabel,142350,7739,M,41,,,,
28118,Lillian,129292,38077,F,43,,,,
28119,Marie,92880,93760,M,39,,,,
28120,Rose,76425,14574,M,41,,,,
28121,Gertrude,51928,74323,F,44,,,,
28122,Martha,75755,77849,M,39,,,,
28123,Hazel,54672,111760,F,37,,,,
28124,Pearl,64540,105341,F,41,,,,
28125,Ella,78411,55231,F,39,,,,
28126,Sarah,23603,118161,F,43,,,,
28127,Laura,141732,13494,F,39,,,,
28128,Nellie,145883,108791,F,40,,,,
28129,Frances,76596,48230,F,35,,,,
28130,Myrtle,89154,30455,M,49,,,,
28131,Edith,24594,143698,M,42,,,,
28132,Eva,82451,52024,F,28,,,,
28133,Carrie,129104,125293,M,38,,,,
28134,Lillie,95504,58828,M,39,,,,
28135,Elsie,65766,129714,M,44,,,,
28136,Louise,52310,104517,F,42,,,,
28137,Cora,33363,119167,F,44,,,,
28138,Hattie,139042,141198,F,36,,,,
28139,Julia,26169,91983,M,45,,,,
28140,Catherine,113933,27372,M,37,,,,
28141,Agnes,121616,129577,F,44,,,,
28142,Mattie,97079,76433,M,36,,,,
28143,Maude,18576,127526,M,44,,,,
28144,Jessie,11631,118397,M,46,,,,
28145,Lena,120041,44527,M,41,,,,
28146,Jennie,119276,30972,M,47,,,,
28147,Josephine,19569,125250,M,48,,,,
28148,Ada,136892,134321,M,36,,,,
28149,Irene,58753,60182,M,47,,,,
28150,Mae,142192,123071,M,49,,,,
28151,Lula,74149,66834,M,48,,,,
28152,Blanche,24868,140224,F,32,,,,
28153,Lucy,23800,25196,F,40,,,,
28154,Alma,119171,72165,F,34,,,,
28155,Fannie,137090,145285,F,42,,,,
28156,Mamie,80754,18633,M,43,,,,
28157,Stella,128260,19899,M,32,,,,
28158,Katherine,121811,43529,M,31,,,,
28159,Dora,60335,133169,M,35,,,,
28160,Mildred,27999,110028,M,45,,,,
28161,Nora,108407,28684,M,29,,,,
28162,Maggie,94062,60337,F,46,,,,
28163,Gladys,140736,789,F,44,,,,
28164,Viola,112819,125461,M,41,,,,
28165,Esther,92547,121259,M,30,,,,
28166,Rosa,90313,25985,F,32,,,,
28167,Ellen,24246,138187,F,32,,,,
28168,May,42610,2375,M,31,,,,
28169,Sadie,66994,59252,M,31,,,,
28170,Effie,81159,135963,F,30,,,,
28171,Nettie,17288,51718,F,45,,,,
28172,Ruby,114845,141646,M,48,,,,
28173,Susie,65412,87648,F,44,,,,
28174,Della,75594,43535,M,29,,,,
28175,Beulah,11994,68849,F,30,,,,
28176,Willie,130899,42730,F,32,,,,
28177,Dorothy,41509,26349,F,31,,,,
28178,Lizzie,58121,114038,M,31,,,,
28179,Nancy,51640,93218,M,31,,,,
28180,Flora,30132,42883,F,46,,,,
28181,Olive,58779,94147,M,32,,,,
28182,Sallie,139526,144401,M,32,,,,
28183,Daisy,119503,30559,F,33,,,,
28184,Katie,66402,122090,M,33,,,,
28185,Georgia,31688,1092,M,33,,,,
28186,Kathryn,60235,37254,M,33,,,,
28187,Lottie,97120,31536,M,33,,,,
28188,Beatrice,114101,96476,M,34,,,,
28189,Marguerite,55715,130443,F,34,,,,
28190,Pauline,17424,60830,M,48,,,,
28191,Lydia,48019,95057,M,43,,,,
28192,Emily,51915,134732,F,34,,,,
28193,Marion,871,46763,M,34,,,,
28194,Addie,44027,7882,F,46,,,,
28195,Etta,117180,50148,M,49,,,,
28196,Charlotte,138222,109969,M,48,,,,
28197,Vera,98452,34750,M,40,,,,
28198,Caroline,6573,8201,F,42,,,,
28199,Virginia,114231,72928,M,42,,,,
28200,Amanda,107697,105113,M,40,,,,
28201,Ollie,120143,46190,M,36,,,,
28202,Leona,112141,50947,M,48,,,,
28203,Henrietta,118364,69947,F,46,,,,
28204,Evelyn,141453,39096,M,38,,,,
28205,Theresa,59027,91576,F,39,,,,
28206,Mollie,104794,59991,M,39,,,,
28207,Anne,121958,59282,F,39,,,,
28208,Ora,108383,48260,F,48,,,,
28209,Harriet,69275,145642,F,38,,,,
28210,Maud,24534,38250,M,36,,,,
28211,Jane,46207,137971,M,40,,,,
28212,Iva,28588,80093,M,40,,,,
28213,Ann,22686,141333,M,41,,,,
28214,Eleanor,52443,73558,F,45,,,,
28215,Lola,67621,11842,M,39,,,,
28216,Amelia,69507,29515,F,37,,,,
28217,Nannie,32093,45583,M,45,,,,
28218,Lucille,107834,10213,M,38,,,,
28219,Hilda,9663,33010,M,47,,,,
28220,Rachel,69102,72271,F,33,,,,
28221,Susan,14127,25374,F,33,,,,
28222,Lela,3786,23694,M,30,,,,
28223,Rebecca,126263,137987,M,30,,,,
28224,Kate,107393,80219,M,31,,,,
28225,Nina,136768,88100,F,33,,,,
28226,Inez,119788,64922,F,33,,,,
28227,Estella,95256,15307,F,46,,,,
28228,Matilda,49844,57689,M,37,,,,
28229,Amy,6185,82181,M,34,,,,
28230,Hannah,116875,18429,F,35,,,,
28231,Lulu,106112,105331,F,32,,,,
28232,Flossie,77490,122303,M,42,,,,
28233,Maria,108568,79249,F,39,,,,
28234,Olga,34505,125418,M,41,,,,
28235,Bernice,120096,16634,F,43,,,,
28236,Eula,66758,133049,M,37,,,,
28237,Goldie,104340,123132,M,40,,,,
28238,Estelle,94677,56211,F,43,,,,
28239,Essie,83331,124634,M,47,,,,
28240,Eunice,35760,94484,M,34,,,,
28241,Augusta,28062,131132,F,37,,,,
28242,Eliza,33956,33446,M,46,,,,
28243,Alta,79343,141461,M,44,,,,
28244,Mable,8677,120339,F,37,,,,
28245,Barbara,137067,70276,F,42,,,,
28246,Sara,42767,22019,F,32,,,,
28247,Sylvia,98465,70532,M,41,,,,
28248,Belle,79955,111240,M,32,,,,
28249,Frieda,48299,92349,M,33,,,,
28250,Josie,3209,26443,M,33,,,,
28251,Loretta,34599,25184,F,34,,,,
28252,Ola,63758,70211,M,37,,,,
28253,Betty,18395,73834,M,48,,,,
28254,Rosie,88944,137214,F,38,,,,
28255,Verna,53262,90169,M,42,,,,
28256,Allie,99232,64502,M,41,,,,
28257,Janie,59243,41660,M,45,,,,
28258,Lois,64830,54768,M,36,,,,
28259,Marjorie,26252,33970,M,48,,,,
28260,Sophia,101114,92723,M,43,,,,
28261,Violet,36050,376,F,44,,,,
28262,Genevieve,70961,130556,F,42,,,,
28263,Freda,93253,138544,F,34,,,,
28264,Victoria,75857,75366,M,43,,,,
28265,Celia,107290,99341,F,41,,,,
28266,Christine,19441,97651,M,38,,,,
28267,Mayme,52428,79979,F,44,,,,
28268,Winnie,91892,96990,F,43,,,,
28269,Ina,111382,64943,F,34,,,,
28270,Nell,124703,10507,M,49,,,,
28271,Isabelle,47704,28289,F,44,,,,
28272,Winifred,97450,36344,M,38,,,,
28273,Selma,105026,18190,M,31,,,,
28274,Luella,2946,5982,M,31,,,,
28275,Delia,83892,54008,F,42,,,,
28276,Sophie,3537,79641,F,40,,,,
28277,Lucile,79720,4758,F,40,,,,
28278,Tillie,21304,89896,M,49,,,,
28279,Irma,39312,85309,F,45,,,,
28280,Jean,69412,44180,M,36,,,,
28281,Millie,18625,41298,M,46,,,,
28282,Norma,91828,63584,M,36,,,,
28283,Alberta,99926,101557,F,41,,,,
28284,Callie,113352,9208,F,42,,,,
28285,Elva,57110,98510,M,41,,,,
28286,Rena,100434,142400,F,32,,,,
28287,Leila,110773,142142,F,32,,,,
28288,Bess,31427,49426,F,32,,,,
28289,Cecelia,20683,65984,F,44,,,,
28290,Fern,55209,45383,F,36,,,,
28291,Lelia,19424,107779,M,38,,,,
28292,Bertie,114748,67433,F,46,,,,
28293,Marian,56566,25310,M,29,,,,
28294,Leah,49332,6690,F,29,,,,
28295,Sue,20660,37250,F,30,,,,
28296,Erma,29713,57302,F,30,,,,
28297,Sally,31967,19906,M,31,,,,
28298,Isabel,86336,37413,M,31,,,,
28299,Madeline,11057,69414,M,31,,,,
28300,Bettie,87425,84617,M,46,,,,
28301,Virgie,94578,59737,M,42,,,,
28302,Birdie,13475,38723,F,34,,,,
28303,Vivian,117943,117773,M,34,,,,
28304,Gussie,29693,69505,M,41,,,,
28305,Mathilda,18437,62400,F,29,,,,
28306,Kathleen,105652,145238,M,40,,,,
28307,Adeline,120213,49049,M,30,,,,
28308,Roxie,10886,56866,F,31,,,,
28309,Lila,131354,45523,F,44,,,,
28310,Velma,113685,117552,F,36,,,,
28311,Dollie,35145,44408,F,36,,,,
28312,Naomi,96793,109298,F,38,,,,
28313,Teresa,99599,36906,F,29,,,,
28314,Elsa,137273,141768,M,34,,,,
28315,Johanna,134478,43645,M,48,,,,
28316,Lora,51911,5957,M,37,,,,
